日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2022-02-08,10:00:00,股票,天顺股份(002800.XSHE),买,市价单,3400股,14.23,48382,3400股,-,0,12.1,全部成交,2022-02-08 10:00:00
2022-02-08,10:00:00,股票,麦趣尔(002719.XSHE),买,市价单,5500股,9.04,49720,5500股,-,0,12.43,全部成交,2022-02-08 10:00:00
2022-02-15,10:00:00,股票,麦趣尔(002719.XSHE),卖,市价单,-5500股,8.84,-48620,-5500股,-,-1100,60.78,全部成交,2022-02-15 10:00:00
2022-02-15,14:00:00,股票,名雕股份(002830.XSHE),卖,市价单,-4600股,11.82,-54372,-4600股,-,5566,67.96,全部成交,2022-02-15 14:00:00
2022-02-17,14:00:00,股票,三变科技(002112.XSHE),卖,市价单,-6500股,8.1,-52650,-6500股,-,3120,65.81,全部成交,2022-02-17 14:00:00
2022-02-22,10:00:00,股票,天顺股份(002800.XSHE),卖,市价单,-3400股,14.55,-49470,-3400股,-,1088,61.84,全部成交,2022-02-22 10:00:00
2022-02-22,10:00:00,股票,名雕股份(002830.XSHE),买,市价单,8800股,11.75,103400,8800股,-,0,25.85,全部成交,2022-02-22 10:00:00
2022-02-22,10:00:00,股票,麦趣尔(002719.XSHE),买,市价单,11400股,9.1,103740,11400股,-,0,25.94,全部成交,2022-02-22 10:00:00
2022-03-01,10:00:00,股票,麦趣尔(002719.XSHE),卖,市价单,-11400股,9.02,-102828,-11400股,-,-912,128.54,全部成交,2022-03-01 10:00:00
2022-03-01,10:00:00,股票,实丰文化(002862.XSHE),买,市价单,3900股,12.98,50622,3900股,-,0,12.66,全部成交,2022-03-01 10:00:00
2022-03-01,10:00:00,股票,如意集团(002193.XSHE),买,市价单,8700股,5.89,51243,8700股,-,0,12.81,全部成交,2022-03-01 10:00:00
2022-03-08,10:00:00,股票,三变科技(002112.XSHE),买,市价单,100股,8.13,813,100股,-,0,5,全部成交,2022-03-08 10:00:00
2022-03-08,14:00:00,股票,实丰文化(002862.XSHE),卖,市价单,-3900股,13.2,-51480,-3900股,-,858,64.35,全部成交,2022-03-08 14:00:00
2022-03-15,10:00:00,股票,三变科技(002112.XSHE),卖,市价单,-100股,9.38,-938,-100股,-,125,5.94,全部成交,2022-03-15 10:00:00
2022-03-15,10:00:00,股票,实丰文化(002862.XSHE),买,市价单,1500股,11.76,17640,1500股,-,0,5,全部成交,2022-03-15 10:00:00
2022-03-15,10:00:00,股票,麦趣尔(002719.XSHE),买,市价单,2000股,8.46,16920,2000股,-,0,5,全部成交,2022-03-15 10:00:00
2022-03-15,10:00:00,股票,友邦吊顶(002718.XSHE),买,市价单,1400股,11.91,16674,1400股,-,0,5,全部成交,2022-03-15 10:00:00
2022-03-15,10:00:00,股票,中设股份(002883.XSHE),卖,市价单,-4100股,10.86,-44526,-4100股,-,-4510,55.66,全部成交,2022-03-15 10:00:00
2022-03-17,14:00:00,股票,名雕股份(002830.XSHE),卖,市价单,-8800股,12.54,-110352,-8800股,-,6952,137.94,全部成交,2022-03-17 14:00:00
2022-03-23,14:00:00,股票,如意集团(002193.XSHE),卖,市价单,-8700股,6.72,-58464,-8700股,-,7221,73.08,全部成交,2022-03-23 14:00:00
2022-03-23,14:00:00,股票,友邦吊顶(002718.XSHE),卖,市价单,-1400股,14.45,-20230,-1400股,-,3556,25.29,全部成交,2022-03-23 14:00:00
2022-03-29,10:00:00,股票,中设股份(002883.XSHE),买,市价单,10400股,11.24,116896,10400股,-,0,29.22,全部成交,2022-03-29 10:00:00
2022-03-29,10:00:00,股票,英派斯(002899.XSHE),买,市价单,8600股,13.62,117132,8600股,-,0,29.28,全部成交,2022-03-29 10:00:00
2022-04-01,14:50:00,股票,实丰文化(002862.XSHE),卖,市价单,-1500股,11.94,-17910,-1500股,-,270,22.91,全部成交,2022-04-01 14:50:00
2022-04-01,14:50:00,股票,麦趣尔(002719.XSHE),卖,市价单,-2000股,8.91,-17820,-2000股,-,900,22.82,全部成交,2022-04-01 14:50:00
2022-04-01,14:50:00,股票,中设股份(002883.XSHE),卖,市价单,-10400股,11.1,-115440,-10400股,-,-1456,144.3,全部成交,2022-04-01 14:50:00
2022-04-01,14:50:00,股票,英派斯(002899.XSHE),卖,市价单,-8600股,14.07,-121002,-8600股,-,3870,151.25,全部成交,2022-04-01 14:50:00
2022-04-07,10:00:00,基金,银华日利(511880.XSHG),买,市价单,2700股,100.632,271706.4,2700股,-,0,0,全部成交,2022-04-07 10:00:00
2022-04-26,10:00:00,基金,银华日利(511880.XSHG),卖,市价单,-2700股,100.712,-271922.4,-2700股,-,216,0,全部成交,2022-04-26 10:00:00
2022-05-05,14:00:00,基金,银华日利(511880.XSHG),买,市价单,2700股,100.776,272095.2,2700股,-,0,0,全部成交,2022-05-05 14:00:00
2022-05-06,10:00:00,基金,银华日利(511880.XSHG),卖,市价单,-2700股,100.786,-272122.2,-2700股,-,27,0,全部成交,2022-05-06 10:00:00
2022-05-06,10:00:00,股票,达意隆(002209.XSHE),买,市价单,11100股,6.13,68043,11100股,-,0,17.01,全部成交,2022-05-06 10:00:00
2022-05-06,10:00:00,股票,美芝股份(002856.XSHE),买,市价单,7400股,9.14,67636,7400股,-,0,16.91,全部成交,2022-05-06 10:00:00
2022-05-06,10:00:00,股票,中设股份(002883.XSHE),买,市价单,6900股,9.77,67413,6900股,-,0,16.85,全部成交,2022-05-06 10:00:00
2022-05-06,10:00:00,股票,弘宇股份(002890.XSHE),买,市价单,4900股,13.84,67816,4900股,-,0,16.95,全部成交,2022-05-06 10:00:00
2022-05-17,10:00:00,股票,弘宇股份(002890.XSHE),卖,市价单,-4900股,14.33,-70217,-4900股,-,2401,87.77,全部成交,2022-05-17 10:00:00
2022-05-18,14:00:00,股票,中设股份(002883.XSHE),卖,市价单,-6900股,16.92,-116748,-6900股,-,49335,145.94,全部成交,2022-05-18 14:00:00
2022-05-19,14:00:00,股票,美芝股份(002856.XSHE),卖,市价单,-7400股,10.11,-74814,-7400股,-,7178,93.52,全部成交,2022-05-19 14:00:00
2022-05-24,10:00:00,股票,美芝股份(002856.XSHE),买,市价单,13100股,10.01,131131,13100股,-,0,32.78,全部成交,2022-05-24 10:00:00
2022-05-24,10:00:00,股票,弘宇股份(002890.XSHE),买,市价单,8800股,14.82,130416,8800股,-,0,32.6,全部成交,2022-05-24 10:00:00
2022-05-30,14:00:00,股票,美芝股份(002856.XSHE),卖,市价单,-13100股,11.74,-153794,-13100股,-,22663,192.24,全部成交,2022-05-30 14:00:00
2022-05-31,10:00:00,股票,英派斯(002899.XSHE),买,市价单,6600股,11.65,76890,6600股,-,0,19.22,全部成交,2022-05-31 10:00:00
2022-05-31,10:00:00,股票,三变科技(002112.XSHE),买,市价单,10600股,7.33,77698,10600股,-,0,19.42,全部成交,2022-05-31 10:00:00
2022-06-07,10:00:00,股票,三变科技(002112.XSHE),卖,市价单,-10600股,7.42,-78652,-10600股,-,954,98.32,全部成交,2022-06-07 10:00:00
2022-06-14,10:00:00,股票,达意隆(002209.XSHE),卖,市价单,-11100股,7.18,-79698,-11100股,-,11655,99.62,全部成交,2022-06-14 10:00:00
2022-06-14,10:00:00,股票,美芝股份(002856.XSHE),买,市价单,16100股,9.89,159229,16100股,-,0,39.81,全部成交,2022-06-14 10:00:00
2022-06-29,14:00:00,股票,弘宇股份(002890.XSHE),卖,市价单,-8800股,16.45,-144760,-8800股,-,15224,180.95,全部成交,2022-06-29 14:00:00
2022-07-05,10:00:00,股票,英派斯(002899.XSHE),卖,市价单,-6600股,12.37,-81642,-6600股,-,4752,102.05,全部成交,2022-07-05 10:00:00
2022-07-05,10:00:00,股票,麦趣尔(002719.XSHE),买,市价单,15500股,7.29,112995,15500股,-,0,28.25,全部成交,2022-07-05 10:00:00
2022-07-05,10:00:00,股票,达意隆(002209.XSHE),买,市价单,16800股,6.72,112896,16800股,-,0,28.22,全部成交,2022-07-05 10:00:00
2022-07-15,10:00:00,股票,麦趣尔(002719.XSHE),卖,市价单,-15500股,6.53,-101215,-15500股,-,-11480.85,126.52,全部成交,2022-07-15 10:00:00
2022-07-19,10:00:00,股票,麦趣尔(002719.XSHE),买,市价单,7400股,6.84,50616,7400股,-,0,12.65,全部成交,2022-07-19 10:00:00
2022-07-19,10:00:00,股票,英派斯(002899.XSHE),买,市价单,4100股,12.38,50758,4100股,-,0,12.69,全部成交,2022-07-19 10:00:00
2022-07-21,14:00:00,股票,达意隆(002209.XSHE),卖,市价单,-16800股,8.16,-137088,-16800股,-,24192,171.36,全部成交,2022-07-21 14:00:00
2022-07-26,10:00:00,股票,美芝股份(002856.XSHE),卖,市价单,-16100股,12.75,-205275,-16100股,-,46046,256.59,全部成交,2022-07-26 10:00:00
2022-07-26,10:00:00,股票,弘宇股份(002890.XSHE),买,市价单,10400股,16.46,171184,10400股,-,0,42.8,全部成交,2022-07-26 10:00:00
2022-07-26,10:00:00,股票,威星智能(002849.XSHE),买,市价单,14400股,11.88,171072,14400股,-,0,42.77,全部成交,2022-07-26 10:00:00
2022-08-02,10:00:00,股票,弘宇股份(002890.XSHE),卖,市价单,-10400股,18.71,-194584,-10400股,-,23400,243.23,全部成交,2022-08-02 10:00:00
2022-08-02,10:00:00,股票,威星智能(002849.XSHE),卖,市价单,-14400股,12.84,-184896,-14400股,-,13824,231.12,全部成交,2022-08-02 10:00:00
2022-08-02,10:00:00,股票,中晟高科(002778.XSHE),买,市价单,14900股,12.68,188932,14900股,-,0,47.23,全部成交,2022-08-02 10:00:00
2022-08-02,10:00:00,股票,美芝股份(002856.XSHE),买,市价单,15900股,11.92,189528,15900股,-,0,47.38,全部成交,2022-08-02 10:00:00
2022-08-09,10:00:00,股票,中晟高科(002778.XSHE),卖,市价单,-14900股,12.97,-193253,-14900股,-,4321,241.57,全部成交,2022-08-09 10:00:00
2022-08-09,10:00:00,股票,美芝股份(002856.XSHE),卖,市价单,-15900股,12.67,-201453,-15900股,-,11925,251.82,全部成交,2022-08-09 10:00:00
2022-08-09,10:00:00,股票,中设股份(002883.XSHE),买,市价单,19800股,9.97,197406,19800股,-,0,49.35,全部成交,2022-08-09 10:00:00
2022-08-09,10:00:00,股票,达意隆(002209.XSHE),买,市价单,24300股,8.1,196830,24300股,-,0,49.21,全部成交,2022-08-09 10:00:00
2022-08-15,14:00:00,股票,麦趣尔(002719.XSHE),卖,市价单,-7400股,9.56,-70744,-7400股,-,20128,88.43,全部成交,2022-08-15 14:00:00
2022-08-15,14:00:00,股票,中设股份(002883.XSHE),卖,市价单,-19800股,11.72,-232056,-19800股,-,34650,290.07,全部成交,2022-08-15 14:00:00
2022-08-16,10:00:00,股票,麦趣尔(002719.XSHE),买,市价单,30400股,9.96,302784,30400股,-,0,75.7,全部成交,2022-08-16 10:00:00
2022-08-17,10:00:00,股票,麦趣尔(002719.XSHE),卖,市价单,-0股,--,0,-30400股,-,0,0,已撤单,2022-08-17 10:00:00
2022-08-18,10:00:00,股票,麦趣尔(002719.XSHE),卖,市价单,-30400股,8.49,-258096,-30400股,-,-44688,322.62,全部成交,2022-08-18 10:00:00
2022-08-22,14:00:00,股票,达意隆(002209.XSHE),卖,市价单,-24300股,9.59,-233037,-24300股,-,36207,291.3,全部成交,2022-08-22 14:00:00
2022-08-23,10:00:00,股票,麦趣尔(002719.XSHE),买,市价单,19500股,8.37,163215,19500股,-,0,40.8,全部成交,2022-08-23 10:00:00
2022-08-23,10:00:00,股票,天元股份(003003.XSHE),买,市价单,16900股,9.68,163592,16900股,-,0,40.9,全部成交,2022-08-23 10:00:00
2022-08-23,10:00:00,股票,威星智能(002849.XSHE),买,市价单,12500股,12.99,162375,12500股,-,0,40.59,全部成交,2022-08-23 10:00:00
2022-08-26,14:00:00,股票,威星智能(002849.XSHE),卖,市价单,-12500股,13.29,-166125,-12500股,-,3750,207.66,全部成交,2022-08-26 14:00:00
2022-08-30,10:00:00,股票,中设股份(002883.XSHE),买,市价单,7700股,10.8,83160,7700股,-,0,20.79,全部成交,2022-08-30 10:00:00
2022-08-30,10:00:00,股票,美芝股份(002856.XSHE),买,市价单,6600股,12.56,82896,6600股,-,0,20.72,全部成交,2022-08-30 10:00:00
2022-09-06,10:00:00,股票,麦趣尔(002719.XSHE),卖,市价单,-19500股,7.95,-155025,-19500股,-,-8190,193.78,全部成交,2022-09-06 10:00:00
2022-09-06,10:00:00,股票,中设股份(002883.XSHE),卖,市价单,-7700股,10.94,-84238,-7700股,-,1078,105.3,全部成交,2022-09-06 10:00:00
2022-09-06,10:00:00,股票,名雕股份(002830.XSHE),买,市价单,10400股,11.54,120016,10400股,-,0,30,全部成交,2022-09-06 10:00:00
2022-09-06,10:00:00,股票,威星智能(002849.XSHE),买,市价单,9400股,12.68,119192,9400股,-,0,29.8,全部成交,2022-09-06 10:00:00
2022-09-14,10:00:00,股票,天元股份(003003.XSHE),卖,市价单,-16900股,9.75,-164775,-16900股,-,1183,205.97,全部成交,2022-09-14 10:00:00
2022-09-14,10:00:00,股票,美芝股份(002856.XSHE),卖,市价单,-6600股,12.81,-84546,-6600股,-,1650,105.68,全部成交,2022-09-14 10:00:00
2022-09-14,10:00:00,股票,威星智能(002849.XSHE),卖,市价单,-9400股,13.78,-129532,-9400股,-,10340,161.92,全部成交,2022-09-14 10:00:00
2022-09-14,10:00:00,股票,先锋电子(002767.XSHE),买,市价单,16900股,11.21,189449,16900股,-,0,47.36,全部成交,2022-09-14 10:00:00
2022-09-14,10:00:00,股票,达意隆(002209.XSHE),买,市价单,21600股,8.76,189216,21600股,-,0,47.3,全部成交,2022-09-14 10:00:00
2022-09-16,10:00:00,股票,达意隆(002209.XSHE),卖,市价单,-21600股,7.94,-171504,-21600股,-,-17712,214.38,全部成交,2022-09-16 10:00:00
2022-09-20,10:00:00,股票,美芝股份(002856.XSHE),买,市价单,7900股,10.79,85241,7900股,-,0,21.31,全部成交,2022-09-20 10:00:00
2022-09-20,10:00:00,股票,达意隆(002209.XSHE),买,市价单,10900股,7.88,85892,10900股,-,0,21.47,全部成交,2022-09-20 10:00:00
2022-09-29,14:00:00,股票,美芝股份(002856.XSHE),卖,市价单,-7900股,11.56,-91324,-7900股,-,6083,114.16,全部成交,2022-09-29 14:00:00
2022-09-30,10:00:00,股票,先锋电子(002767.XSHE),卖,市价单,-16900股,10.03,-169507,-16900股,-,-19942,211.88,全部成交,2022-09-30 10:00:00
2022-10-10,10:00:00,股票,名雕股份(002830.XSHE),卖,市价单,-10400股,10.4,-108160,-10400股,-,-11856,135.2,全部成交,2022-10-10 10:00:00
2022-10-11,10:00:00,股票,美芝股份(002856.XSHE),买,市价单,9800股,9.35,91630,9800股,-,0,22.91,全部成交,2022-10-11 10:00:00
2022-10-11,10:00:00,股票,名雕股份(002830.XSHE),买,市价单,9200股,9.95,91540,9200股,-,0,22.88,全部成交,2022-10-11 10:00:00
2022-10-11,10:00:00,股票,先锋电子(002767.XSHE),买,市价单,9300股,9.88,91884,9300股,-,0,22.97,全部成交,2022-10-11 10:00:00
2022-10-11,10:00:00,股票,天元股份(003003.XSHE),买,市价单,10800股,8.54,92232,10800股,-,0,23.06,全部成交,2022-10-11 10:00:00
2022-10-18,10:00:00,股票,达意隆(002209.XSHE),卖,市价单,-10900股,8.18,-89162,-10900股,-,3270,111.45,全部成交,2022-10-18 10:00:00
2022-10-18,10:00:00,股票,先锋电子(002767.XSHE),卖,市价单,-9300股,11,-102300,-9300股,-,10416,127.88,全部成交,2022-10-18 10:00:00
2022-10-19,14:00:00,股票,天元股份(003003.XSHE),卖,市价单,-10800股,11.27,-121716,-10800股,-,29484,152.15,全部成交,2022-10-19 14:00:00
2022-10-25,10:00:00,股票,中设股份(002883.XSHE),买,市价单,31500股,9.96,313740,31500股,-,0,78.44,全部成交,2022-10-25 10:00:00
2022-11-01,10:00:00,股票,美芝股份(002856.XSHE),卖,市价单,-9800股,9.81,-96138,-9800股,-,4508,120.17,全部成交,2022-11-01 10:00:00
2022-11-01,10:00:00,股票,实丰文化(002862.XSHE),买,市价单,3700股,12.98,48026,3700股,-,0,12.01,全部成交,2022-11-01 10:00:00
2022-11-01,10:00:00,股票,精艺股份(002295.XSHE),买,市价单,7500股,6.42,48150,7500股,-,0,12.04,全部成交,2022-11-01 10:00:00
2022-11-08,10:00:00,股票,精艺股份(002295.XSHE),卖,市价单,-7500股,6.84,-51300,-7500股,-,3150,64.12,全部成交,2022-11-08 10:00:00
2022-11-08,14:00:00,股票,实丰文化(002862.XSHE),卖,市价单,-3700股,14.61,-54057,-3700股,-,6031,67.57,全部成交,2022-11-08 14:00:00
2022-11-15,10:00:00,股票,达意隆(002209.XSHE),买,市价单,12500股,8.45,105625,12500股,-,0,26.41,全部成交,2022-11-15 10:00:00
2022-11-21,14:00:00,股票,中设股份(002883.XSHE),卖,市价单,-31500股,12.37,-389655,-31500股,-,75915,487.07,全部成交,2022-11-21 14:00:00
2022-11-22,10:00:00,股票,精艺股份(002295.XSHE),买,市价单,56100股,6.93,388773,56100股,-,0,97.19,全部成交,2022-11-22 10:00:00
2022-12-06,10:00:00,股票,精艺股份(002295.XSHE),卖,市价单,-56100股,7.13,-399993,-56100股,-,11220,499.99,全部成交,2022-12-06 10:00:00
2022-12-13,10:00:00,股票,精艺股份(002295.XSHE),买,市价单,56500股,7.07,399455,56500股,-,0,99.86,全部成交,2022-12-13 10:00:00
2023-01-03,14:50:00,股票,英派斯(002899.XSHE),卖,市价单,-4100股,12.61,-51701,-4100股,-,943,64.63,全部成交,2023-01-03 14:50:00
2023-01-03,14:50:00,股票,名雕股份(002830.XSHE),卖,市价单,-9200股,11.8,-108560,-9200股,-,17020,135.7,全部成交,2023-01-03 14:50:00
2023-01-03,14:50:00,股票,达意隆(002209.XSHE),卖,市价单,-12500股,8.18,-102250,-12500股,-,-3375,127.81,全部成交,2023-01-03 14:50:00
2023-01-03,14:50:00,股票,精艺股份(002295.XSHE),卖,市价单,-56500股,6.75,-381375,-56500股,-,-18080,476.72,全部成交,2023-01-03 14:50:00
2023-01-04,10:00:00,基金,银华日利(511880.XSHG),买,市价单,6400股,100.109,640697.6,6400股,-,0,0,全部成交,2023-01-04 10:00:00
2023-02-07,10:00:00,基金,银华日利(511880.XSHG),卖,市价单,-6400股,100.293,-641875.2,-6400股,-,1177.6,0,全部成交,2023-02-07 10:00:00
2023-02-07,10:00:00,股票,英派斯(002899.XSHE),买,市价单,11500股,13.94,160310,11500股,-,0,40.08,全部成交,2023-02-07 10:00:00
2023-02-07,10:00:00,股票,名雕股份(002830.XSHE),买,市价单,12300股,13.08,160884,12300股,-,0,40.22,全部成交,2023-02-07 10:00:00
2023-02-07,10:00:00,股票,弘宇股份(002890.XSHE),买,市价单,8300股,19.41,161103,8300股,-,0,40.28,全部成交,2023-02-07 10:00:00
2023-02-07,10:00:00,股票,大洋生物(003017.XSHE),买,市价单,5300股,30.27,160431,5300股,-,0,40.11,全部成交,2023-02-07 10:00:00
2023-02-28,10:00:00,股票,大洋生物(003017.XSHE),卖,市价单,-5300股,31,-164300,-5300股,-,3869,205.38,全部成交,2023-02-28 10:00:00
2023-02-28,10:00:00,股票,中设股份(002883.XSHE),买,市价单,14100股,11.76,165816,14100股,-,0,41.45,全部成交,2023-02-28 10:00:00
2023-03-07,10:00:00,股票,中设股份(002883.XSHE),卖,市价单,-14100股,13.64,-192324,-14100股,-,26508,240.41,全部成交,2023-03-07 10:00:00
2023-03-07,10:00:00,股票,实丰文化(002862.XSHE),买,市价单,12500股,15.31,191375,12500股,-,0,47.84,全部成交,2023-03-07 10:00:00
2023-03-14,10:00:00,股票,实丰文化(002862.XSHE),卖,市价单,-12500股,15.22,-190250,-12500股,-,-1125,237.81,全部成交,2023-03-14 10:00:00
2023-03-14,10:00:00,股票,精艺股份(002295.XSHE),买,市价单,13100股,7.23,94713,13100股,-,0,23.68,全部成交,2023-03-14 10:00:00
2023-03-14,10:00:00,股票,大洋生物(003017.XSHE),买,市价单,3100股,30.18,93558,3100股,-,0,23.39,全部成交,2023-03-14 10:00:00
2023-03-21,10:00:00,股票,精艺股份(002295.XSHE),卖,市价单,-13100股,7.21,-94451,-13100股,-,-262,118.06,全部成交,2023-03-21 10:00:00
2023-03-28,10:00:00,股票,大洋生物(003017.XSHE),卖,市价单,-3100股,30.66,-95046,-3100股,-,1488,118.81,全部成交,2023-03-28 10:00:00
2023-04-03,14:50:00,股票,英派斯(002899.XSHE),卖,市价单,-11500股,14.08,-161920,-11500股,-,1610,202.4,全部成交,2023-04-03 14:50:00
2023-04-03,14:50:00,股票,名雕股份(002830.XSHE),卖,市价单,-12300股,12.77,-157071,-12300股,-,-3813,196.34,全部成交,2023-04-03 14:50:00
2023-04-03,14:50:00,股票,弘宇股份(002890.XSHE),卖,市价单,-8300股,18.41,-152803,-8300股,-,-8300,191,全部成交,2023-04-03 14:50:00
2023-04-04,10:00:00,基金,银华日利(511880.XSHG),买,市价单,6500股,100.544,653536,6500股,-,0,0,全部成交,2023-04-04 10:00:00
2023-05-05,10:00:00,基金,银华日利(511880.XSHG),卖,市价单,-6500股,100.717,-654660.5,-6500股,-,1124.5,0,全部成交,2023-05-05 10:00:00
2023-05-05,10:00:00,股票,英派斯(002899.XSHE),买,市价单,12500股,13.23,165375,12500股,-,0,41.34,全部成交,2023-05-05 10:00:00
2023-05-05,10:00:00,股票,精艺股份(002295.XSHE),买,市价单,25300股,6.54,165462,25300股,-,0,41.37,全部成交,2023-05-05 10:00:00
2023-05-05,10:00:00,股票,弘宇股份(002890.XSHE),买,市价单,9300股,17.78,165354,9300股,-,0,41.34,全部成交,2023-05-05 10:00:00
2023-05-05,10:00:00,股票,中晟高科(002778.XSHE),买,市价单,12000股,13.72,164640,12000股,-,0,41.16,全部成交,2023-05-05 10:00:00
2023-05-30,10:00:00,股票,中晟高科(002778.XSHE),卖,市价单,-12000股,14.6,-175200,-12000股,-,10560,219,全部成交,2023-05-30 10:00:00
2023-05-30,10:00:00,股票,中设股份(002883.XSHE),买,市价单,15400股,11.49,176946,15400股,-,0,44.24,全部成交,2023-05-30 10:00:00
2023-06-20,10:00:00,股票,弘宇股份(002890.XSHE),卖,市价单,-13020股,13.8,-179676,-13020股,-,15624,224.6,全部成交,2023-06-20 10:00:00
2023-06-27,10:00:00,股票,中设股份(002883.XSHE),卖,市价单,-15400股,11.12,-171248,-15400股,-,-5698,214.06,全部成交,2023-06-27 10:00:00
2023-06-27,10:00:00,股票,聚力文化(002247.XSHE),买,市价单,61900股,1.9,117610,61900股,-,0,29.4,全部成交,2023-06-27 10:00:00
2023-06-27,10:00:00,股票,中晟高科(002778.XSHE),买,市价单,8300股,14.12,117196,8300股,-,0,29.3,全部成交,2023-06-27 10:00:00
2023-06-27,10:00:00,股票,天元股份(003003.XSHE),买,市价单,11700股,9.98,116766,11700股,-,0,29.19,全部成交,2023-06-27 10:00:00
2023-06-28,14:00:00,股票,英派斯(002899.XSHE),卖,市价单,-12500股,15.08,-188500,-12500股,-,23912.5,235.62,全部成交,2023-06-28 14:00:00
2023-07-04,10:00:00,股票,天元股份(003003.XSHE),卖,市价单,-11700股,10.85,-126945,-11700股,-,10179,158.68,全部成交,2023-07-04 10:00:00
2023-07-04,10:00:00,股票,英派斯(002899.XSHE),买,市价单,21200股,14.93,316516,21200股,-,0,79.13,全部成交,2023-07-04 10:00:00
2023-07-18,10:00:00,股票,英派斯(002899.XSHE),卖,市价单,-21200股,15.98,-338776,-21200股,-,22260,423.47,全部成交,2023-07-18 10:00:00
2023-07-18,10:00:00,股票,中设股份(002883.XSHE),买,市价单,28600股,11.8,337480,28600股,-,0,84.37,全部成交,2023-07-18 10:00:00
2023-07-25,10:00:00,股票,中设股份(002883.XSHE),卖,市价单,-28600股,12.58,-359788,-28600股,-,22308,449.74,全部成交,2023-07-25 10:00:00
2023-07-25,10:00:00,股票,英派斯(002899.XSHE),买,市价单,11300股,15.93,180009,11300股,-,0,45,全部成交,2023-07-25 10:00:00
2023-07-25,10:00:00,股票,弘宇股份(002890.XSHE),买,市价单,12300股,14.63,179949,12300股,-,0,44.99,全部成交,2023-07-25 10:00:00
2023-08-01,10:00:00,股票,聚力文化(002247.XSHE),卖,市价单,-61900股,2.34,-144846,-61900股,-,27236,181.06,全部成交,2023-08-01 10:00:00
2023-08-01,10:00:00,股票,弘宇股份(002890.XSHE),卖,市价单,-12300股,14.58,-179334,-12300股,-,-615,224.17,全部成交,2023-08-01 10:00:00
2023-08-08,10:00:00,股票,弘宇股份(002890.XSHE),买,市价单,22600股,14.32,323632,22600股,-,0,80.91,全部成交,2023-08-08 10:00:00
2023-08-22,10:00:00,股票,英派斯(002899.XSHE),卖,市价单,-11300股,15.35,-173455,-11300股,-,-6554,216.82,全部成交,2023-08-22 10:00:00
2023-08-22,10:00:00,股票,贝肯能源(002828.XSHE),买,市价单,9900股,8.68,85932,9900股,-,0,21.48,全部成交,2023-08-22 10:00:00
2023-08-22,10:00:00,股票,中设股份(002883.XSHE),买,市价单,7300股,11.76,85848,7300股,-,0,21.46,全部成交,2023-08-22 10:00:00
2023-08-24,10:00:00,股票,弘宇股份(002890.XSHE),卖,市价单,-22600股,12.88,-291088,-22600股,-,-32544,363.86,全部成交,2023-08-24 10:00:00
2023-08-24,14:00:00,股票,中晟高科(002778.XSHE),卖,市价单,-8300股,15.56,-129148,-8300股,-,11952,161.44,全部成交,2023-08-24 14:00:00
2023-08-29,10:00:00,股票,中设股份(002883.XSHE),卖,市价单,-7300股,11.82,-86286,-7300股,-,438,107.86,全部成交,2023-08-29 10:00:00
2023-08-29,10:00:00,股票,高斯贝尔(002848.XSHE),买,市价单,26400股,9.6,253440,26400股,-,0,63.36,全部成交,2023-08-29 10:00:00
2023-08-29,10:00:00,股票,名雕股份(002830.XSHE),买,市价单,19000股,13.33,253270,19000股,-,0,63.32,全部成交,2023-08-29 10:00:00
2023-09-05,10:00:00,股票,精艺股份(002295.XSHE),卖,市价单,-25300股,7.51,-190003,-25300股,-,24541,237.5,全部成交,2023-09-05 10:00:00
2023-09-05,10:00:00,股票,名雕股份(002830.XSHE),卖,市价单,-19000股,14.06,-267140,-19000股,-,13870,333.92,全部成交,2023-09-05 10:00:00
2023-09-05,10:00:00,股票,美芝股份(002856.XSHE),买,市价单,42000股,10.86,456120,42000股,-,0,114.03,全部成交,2023-09-05 10:00:00
2023-09-11,14:00:00,股票,高斯贝尔(002848.XSHE),卖,市价单,-26400股,11.09,-292776,-26400股,-,39336,365.97,全部成交,2023-09-11 14:00:00
2023-09-12,10:00:00,股票,名雕股份(002830.XSHE),买,市价单,10600股,13.71,145326,10600股,-,0,36.33,全部成交,2023-09-12 10:00:00
2023-09-12,10:00:00,股票,高斯贝尔(002848.XSHE),买,市价单,13500股,10.79,145665,13500股,-,0,36.42,全部成交,2023-09-12 10:00:00
2023-09-26,10:00:00,股票,贝肯能源(002828.XSHE),卖,市价单,-9900股,10.09,-99891,-9900股,-,13959,124.86,全部成交,2023-09-26 10:00:00
2023-09-26,10:00:00,股票,中设股份(002883.XSHE),买,市价单,8700股,11.65,101355,8700股,-,0,25.34,全部成交,2023-09-26 10:00:00
2023-09-26,14:00:00,股票,高斯贝尔(002848.XSHE),卖,市价单,-0股,--,0,-13500股,-,0,0,已撤单,2023-09-26 14:00:00
2023-10-10,10:00:00,股票,高斯贝尔(002848.XSHE),卖,市价单,-13500股,11.4,-153900,-13500股,-,8235,192.38,全部成交,2023-10-10 10:00:00
2023-10-10,10:00:00,股票,英派斯(002899.XSHE),买,市价单,3400股,15.07,51238,3400股,-,0,12.81,全部成交,2023-10-10 10:00:00
