日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2022-11-01,11:28:00,股票,冰山冷热(000530.XSHE),卖,市价单,-91400股,5.3,-484420,-91400股,-,26506,629.75,全部成交,2022-11-01 11:28:00
2022-11-10,09:30:00,股票,中南建设(000961.XSHE),买,市价单,215600股,2.24,482944,215600股,-,0,144.88,全部成交,2022-11-10 09:30:00
2022-11-11,11:28:00,股票,中南建设(000961.XSHE),卖,市价单,-215600股,2.38,-513128,-215600股,-,30184,667.07,全部成交,2022-11-11 11:28:00
2022-12-14,09:30:00,股票,海鸥住工(002084.XSHE),买,市价单,101200股,5.07,513084,101200股,-,0,153.93,全部成交,2022-12-14 09:30:00
2022-12-15,14:50:00,股票,海鸥住工(002084.XSHE),卖,市价单,-101200股,5.01,-507012,-101200股,-,-6072,659.12,全部成交,2022-12-15 14:50:00
2023-05-18,09:30:00,股票,文一科技(600520.XSHG),买,市价单,37000股,13.65,505050,37000股,-,0,151.51,全部成交,2023-05-18 09:30:00
2023-05-19,11:28:00,股票,文一科技(600520.XSHG),卖,市价单,-37000股,14.37,-531690,-37000股,-,26640,691.2,全部成交,2023-05-19 11:28:00
2023-06-01,09:30:00,股票,绿盟科技(300369.XSHE),买,市价单,39300股,13.52,531336,39300股,-,0,159.4,全部成交,2023-06-01 09:30:00
2023-06-02,14:50:00,股票,绿盟科技(300369.XSHE),卖,市价单,-39300股,13.27,-521511,-39300股,-,-9825,677.96,全部成交,2023-06-02 14:50:00
2023-06-05,09:30:00,股票,中国武夷(000797.XSHE),买,市价单,170700股,3.05,520635,170700股,-,0,156.19,全部成交,2023-06-05 09:30:00
2023-06-06,11:28:00,股票,中国武夷(000797.XSHE),卖,市价单,-170700股,3.23,-551361,-170700股,-,30726,716.77,全部成交,2023-06-06 11:28:00
2023-06-19,09:30:00,股票,北方国际(000065.XSHE),买,市价单,34400股,16.02,551088,34400股,-,0,165.33,全部成交,2023-06-19 09:30:00
2023-06-20,11:28:00,股票,北方国际(000065.XSHE),卖,市价单,-34400股,16.19,-556936,-34400股,-,5848,724.02,全部成交,2023-06-20 11:28:00
2023-07-03,09:30:00,股票,仁东控股(002647.XSHE),买,市价单,102300股,5.44,556512,102300股,-,0,166.95,全部成交,2023-07-03 09:30:00
2023-07-04,11:28:00,股票,仁东控股(002647.XSHE),卖,市价单,-102300股,5.83,-596409,-102300股,-,39897,775.33,全部成交,2023-07-04 11:28:00
2023-08-25,09:30:00,股票,德明利(001309.XSHE),买,市价单,4200股,70.19,294798,4200股,-,0,88.44,全部成交,2023-08-25 09:30:00
2023-08-25,09:30:00,股票,横店影视(603103.XSHG),买,市价单,16500股,18.02,297330,16500股,-,0,89.2,全部成交,2023-08-25 09:30:00
2023-08-28,11:28:00,股票,横店影视(603103.XSHG),卖,市价单,-16500股,19.08,-314820,-16500股,-,17490,409.27,全部成交,2023-08-28 11:28:00
2023-08-28,14:50:00,股票,德明利(001309.XSHE),卖,市价单,-4200股,66.24,-278208,-4200股,-,-16590,361.67,全部成交,2023-08-28 14:50:00
2023-09-22,09:30:00,股票,南国置业(002305.XSHE),买,市价单,250800股,2.37,594396,250800股,-,0,178.32,全部成交,2023-09-22 09:30:00
2023-09-25,14:50:00,股票,南国置业(002305.XSHE),卖,市价单,-250800股,2.3,-576840,-250800股,-,-17556,749.89,全部成交,2023-09-25 14:50:00
2023-09-27,09:30:00,股票,华西股份(000936.XSHE),买,市价单,60900股,9.46,576114,60900股,-,0,172.83,全部成交,2023-09-27 09:30:00
2023-09-28,11:28:00,股票,华西股份(000936.XSHE),卖,市价单,-60900股,9.59,-584031,-60900股,-,7917,759.24,全部成交,2023-09-28 11:28:00
2023-10-13,09:30:00,股票,恒通股份(603223.XSHG),买,市价单,56300股,10.36,583268,56300股,-,0,174.98,全部成交,2023-10-13 09:30:00
2023-10-16,11:28:00,股票,恒通股份(603223.XSHG),卖,市价单,-56300股,10.91,-614233,-56300股,-,30965,798.5,全部成交,2023-10-16 11:28:00
2023-10-30,09:30:00,股票,冠石科技(605588.XSHG),买,市价单,10900股,56.07,611163,10900股,-,0,183.35,全部成交,2023-10-30 09:30:00
2023-10-31,14:50:00,股票,冠石科技(605588.XSHG),卖,市价单,-10900股,55.53,-605277,-10900股,-,-5886,786.86,全部成交,2023-10-31 14:50:00
2023-11-30,09:30:00,股票,共进股份(603118.XSHG),买,市价单,61700股,9.83,606511,61700股,-,0,181.95,全部成交,2023-11-30 09:30:00
2023-12-01,14:50:00,股票,共进股份(603118.XSHG),卖,市价单,-61700股,9.86,-608362,-61700股,-,1851,790.87,全部成交,2023-12-01 14:50:00
2024-01-23,09:30:00,股票,华如科技(301302.XSHE),买,市价单,24400股,24.89,607316,24400股,-,0,182.19,全部成交,2024-01-23 09:30:00
2024-01-24,11:28:00,股票,华如科技(301302.XSHE),卖,市价单,-24400股,28.67,-699548,-24400股,-,92232,909.41,全部成交,2024-01-24 11:28:00
2024-02-01,09:30:00,股票,直真科技(003007.XSHE),买,市价单,19600股,35.56,696976,19600股,-,0,209.09,全部成交,2024-02-01 09:30:00
2024-02-02,11:28:00,股票,直真科技(003007.XSHE),卖,市价单,-19600股,37.86,-742056,-19600股,-,45080,964.67,全部成交,2024-02-02 11:28:00
2024-02-20,09:30:00,股票,凡拓数创(301313.XSHE),买,市价单,16300股,22.78,371314,16300股,-,0,111.39,全部成交,2024-02-20 09:30:00
2024-02-20,09:30:00,股票,中公高科(603860.XSHG),买,市价单,15000股,24.73,370950,15000股,-,0,111.28,全部成交,2024-02-20 09:30:00
2024-02-21,11:28:00,股票,凡拓数创(301313.XSHE),卖,市价单,-16300股,23.09,-376367,-16300股,-,5053,489.28,全部成交,2024-02-21 11:28:00
2024-02-21,11:28:00,股票,中公高科(603860.XSHG),卖,市价单,-15000股,26.04,-390600,-15000股,-,19650,507.78,全部成交,2024-02-21 11:28:00
2024-02-22,09:30:00,股票,渝三峡A(000565.XSHE),买,市价单,87100股,4.4,383240,87100股,-,0,114.97,全部成交,2024-02-22 09:30:00
2024-02-22,09:30:00,股票,中银绒业(000982.XSHE),买,市价单,293900股,1.3,382070,293900股,-,0,114.62,全部成交,2024-02-22 09:30:00
2024-02-23,11:28:00,股票,渝三峡A(000565.XSHE),卖,市价单,-87100股,4.4,-383240,-87100股,-,0,498.21,全部成交,2024-02-23 11:28:00
2024-02-23,11:28:00,股票,中银绒业(000982.XSHE),卖,市价单,-293900股,1.31,-385009,-293900股,-,2939,500.51,全部成交,2024-02-23 11:28:00
2024-02-26,09:30:00,股票,青岛金王(002094.XSHE),买,市价单,273900股,2.8,766920,273900股,-,0,230.08,全部成交,2024-02-26 09:30:00
2024-02-27,11:28:00,股票,青岛金王(002094.XSHE),卖,市价单,-273900股,2.87,-786093,-273900股,-,19173,1021.92,全部成交,2024-02-27 11:28:00
2024-03-05,09:30:00,股票,爱婴室(603214.XSHG),买,市价单,59900股,13.12,785888,59900股,-,0,235.77,全部成交,2024-03-05 09:30:00
2024-03-06,14:50:00,股票,爱婴室(603214.XSHG),卖,市价单,-59900股,13.18,-789482,-59900股,-,3594,1026.33,全部成交,2024-03-06 14:50:00
2024-03-07,09:30:00,股票,兆威机电(003021.XSHE),买,市价单,11300股,69.59,786367,11300股,-,0,235.91,全部成交,2024-03-07 09:30:00
2024-03-08,14:50:00,股票,兆威机电(003021.XSHE),卖,市价单,-11300股,68.81,-777553,-11300股,-,-8814,1010.82,全部成交,2024-03-08 14:50:00
2024-04-19,09:30:00,股票,中化岩土(002542.XSHE),买,市价单,183300股,2.12,388596,183300股,-,0,116.58,全部成交,2024-04-19 09:30:00
2024-04-19,09:30:00,股票,宿迁联盛(603065.XSHG),买,市价单,39400股,9.87,388878,39400股,-,0,116.66,全部成交,2024-04-19 09:30:00
2024-04-22,11:28:00,股票,中化岩土(002542.XSHE),卖,市价单,-183300股,2.15,-394095,-183300股,-,5499,512.32,全部成交,2024-04-22 11:28:00
2024-04-22,14:50:00,股票,宿迁联盛(603065.XSHG),卖,市价单,-39400股,9.6,-378240,-39400股,-,-10638,491.71,全部成交,2024-04-22 14:50:00
2024-04-24,09:30:00,股票,中设股份(002883.XSHE),买,市价单,40800股,9.45,385560,40800股,-,0,115.67,全部成交,2024-04-24 09:30:00
2024-04-24,09:30:00,股票,浪莎股份(600137.XSHG),买,市价单,30200股,12.77,385654,30200股,-,0,115.7,全部成交,2024-04-24 09:30:00
2024-04-25,11:28:00,股票,中设股份(002883.XSHE),卖,市价单,-40800股,10.87,-443496,-40800股,-,57936,576.54,全部成交,2024-04-25 11:28:00
2024-04-25,11:28:00,股票,浪莎股份(600137.XSHG),卖,市价单,-30200股,13.4,-404680,-30200股,-,19026,526.08,全部成交,2024-04-25 11:28:00
2024-05-07,09:30:00,股票,阳光股份(000608.XSHE),买,市价单,423300股,2,846600,423300股,-,0,253.98,全部成交,2024-05-07 09:30:00
2024-05-08,14:50:00,股票,阳光股份(000608.XSHE),卖,市价单,-423300股,1.89,-800037,-423300股,-,-46563,1040.05,全部成交,2024-05-08 14:50:00
2024-05-27,09:30:00,股票,麦趣尔(002719.XSHE),买,市价单,110100股,7.26,799326,110100股,-,0,239.8,全部成交,2024-05-27 09:30:00
2024-05-29,11:28:00,股票,麦趣尔(002719.XSHE),卖,市价单,-110100股,7.87,-866487,-110100股,-,67161,1126.43,全部成交,2024-05-29 11:28:00
2024-06-05,09:30:00,股票,华闻集团(000793.XSHE),买,市价单,520800股,0.83,432264,520800股,-,0,129.68,全部成交,2024-06-05 09:30:00
2024-06-05,09:30:00,股票,长江投资(600119.XSHG),买,市价单,69800股,6.2,432760,69800股,-,0,129.83,全部成交,2024-06-05 09:30:00
2024-06-06,11:28:00,股票,华闻集团(000793.XSHE),卖,市价单,-520800股,0.98,-510384,-520800股,-,78120,663.5,全部成交,2024-06-06 11:28:00
2024-06-06,14:50:00,股票,长江投资(600119.XSHG),卖,市价单,-69800股,5.75,-401350,-69800股,-,-31410,521.76,全部成交,2024-06-06 14:50:00
2024-06-11,09:30:00,股票,瀛通通讯(002861.XSHE),买,市价单,116900股,7.79,910651,116900股,-,0,273.2,全部成交,2024-06-11 09:30:00
2024-06-14,11:28:00,股票,瀛通通讯(002861.XSHE),卖,市价单,-116900股,9.1,-1063790,-116900股,-,153139,1382.93,全部成交,2024-06-14 11:28:00
2024-06-17,09:30:00,股票,精伦电子(600355.XSHG),买,市价单,330600股,3.21,1061226,330600股,-,0,318.37,全部成交,2024-06-17 09:30:00
2024-06-18,11:28:00,股票,精伦电子(600355.XSHG),卖,市价单,-330600股,3.4,-1124040,-330600股,-,62814,1461.25,全部成交,2024-06-18 11:28:00
2024-06-20,09:30:00,股票,华蓝集团(301027.XSHE),买,市价单,131500股,8.54,1123010,131500股,-,0,336.9,全部成交,2024-06-20 09:30:00
2024-06-24,11:28:00,股票,华蓝集团(301027.XSHE),卖,市价单,-131500股,10.43,-1371545,-131500股,-,248535,1783.01,全部成交,2024-06-24 11:28:00
2024-06-28,09:30:00,股票,中天服务(002188.XSHE),买,市价单,319000股,4.3,1371700,319000股,-,0,411.51,全部成交,2024-06-28 09:30:00
2024-07-01,11:28:00,股票,中天服务(002188.XSHE),卖,市价单,-319000股,4.55,-1451450,-319000股,-,79750,1886.88,全部成交,2024-07-01 11:28:00
2024-07-03,09:30:00,股票,凤凰航运(000520.XSHE),买,市价单,573800股,2.52,1445976,573800股,-,0,433.79,全部成交,2024-07-03 09:30:00
2024-07-04,14:50:00,股票,凤凰航运(000520.XSHE),卖,市价单,-573800股,2.49,-1428762,-573800股,-,-17214,1857.39,全部成交,2024-07-04 14:50:00
2024-07-24,09:30:00,股票,国科恒泰(301370.XSHE),买,市价单,64700股,11.03,713641,64700股,-,0,214.09,全部成交,2024-07-24 09:30:00
2024-07-24,09:30:00,股票,爱旭股份(600732.XSHG),买,市价单,73800股,9.66,712908,73800股,-,0,213.87,全部成交,2024-07-24 09:30:00
2024-07-25,11:28:00,股票,爱旭股份(600732.XSHG),卖,市价单,-73800股,9.86,-727668,-73800股,-,14760,945.97,全部成交,2024-07-25 11:28:00
2024-07-25,14:50:00,股票,国科恒泰(301370.XSHE),卖,市价单,-64700股,10.18,-658646,-64700股,-,-54995,856.24,全部成交,2024-07-25 14:50:00
2024-08-05,09:30:00,股票,农心科技(001231.XSHE),买,市价单,94600股,14.64,1384944,94600股,-,0,415.48,全部成交,2024-08-05 09:30:00
2024-08-06,14:50:00,股票,农心科技(001231.XSHE),卖,市价单,-94600股,14.1,-1333860,-94600股,-,-51084,1734.02,全部成交,2024-08-06 14:50:00
2024-08-09,09:30:00,股票,世联行(002285.XSHE),买,市价单,350200股,1.9,665380,350200股,-,0,199.61,全部成交,2024-08-09 09:30:00
2024-08-09,09:30:00,股票,景谷林业(600265.XSHG),买,市价单,45200股,14.72,665344,45200股,-,0,199.6,全部成交,2024-08-09 09:30:00
2024-08-12,11:28:00,股票,世联行(002285.XSHE),卖,市价单,-350200股,2.34,-819468,-350200股,-,154088,1065.31,全部成交,2024-08-12 11:28:00
2024-08-12,14:50:00,股票,景谷林业(600265.XSHG),卖,市价单,-45200股,13.93,-629636,-45200股,-,-35708,818.53,全部成交,2024-08-12 14:50:00
2024-08-13,09:30:00,股票,北化股份(002246.XSHE),买,市价单,175100股,8.27,1448077,175100股,-,0,434.42,全部成交,2024-08-13 09:30:00
2024-08-14,11:28:00,股票,北化股份(002246.XSHE),卖,市价单,-175100股,8.85,-1549635,-175100股,-,101558,2014.53,全部成交,2024-08-14 11:28:00
2024-08-23,09:30:00,股票,金发拉比(002762.XSHE),买,市价单,304900股,5.08,1548892,304900股,-,0,464.67,全部成交,2024-08-23 09:30:00
2024-08-26,14:50:00,股票,金发拉比(002762.XSHE),卖,市价单,-304900股,5.07,-1545843,-304900股,-,-3049,2009.6,全部成交,2024-08-26 14:50:00
2024-09-02,09:30:00,股票,中央商场(600280.XSHG),买,市价单,597100股,2.58,1540518,597100股,-,0,462.16,全部成交,2024-09-02 09:30:00
2024-09-03,14:50:00,股票,中央商场(600280.XSHG),卖,市价单,-597100股,2.55,-1522605,-597100股,-,-17913,1979.39,全部成交,2024-09-03 14:50:00
2024-09-04,09:30:00,股票,小崧股份(002723.XSHE),买,市价单,289500股,5.26,1522770,289500股,-,0,456.83,全部成交,2024-09-04 09:30:00
2024-09-05,11:28:00,股票,小崧股份(002723.XSHE),卖,市价单,-289500股,5.28,-1528560,-289500股,-,5790,1987.13,全部成交,2024-09-05 11:28:00
2024-09-06,09:30:00,股票,宏昌电子(603002.XSHG),买,市价单,337800股,4.52,1526856,337800股,-,0,458.06,全部成交,2024-09-06 09:30:00
2024-09-09,14:50:00,股票,宏昌电子(603002.XSHG),卖,市价单,-337800股,4.44,-1499832,-337800股,-,-27024,1949.78,全部成交,2024-09-09 14:50:00
2024-09-12,09:30:00,股票,鼎龙科技(603004.XSHG),买,市价单,86300股,17.32,1494716,86300股,-,0,448.41,全部成交,2024-09-12 09:30:00
2024-09-13,14:50:00,股票,鼎龙科技(603004.XSHG),卖,市价单,-86300股,16.4,-1415320,-86300股,-,-79396,1839.92,全部成交,2024-09-13 14:50:00
2024-12-30,09:30:00,股票,中天服务(002188.XSHE),买,市价单,149600股,4.73,707608,149600股,-,0,212.28,全部成交,2024-12-30 09:30:00
2024-12-30,09:30:00,股票,德尔未来(002631.XSHE),买,市价单,153200股,4.61,706252,153200股,-,0,211.88,全部成交,2024-12-30 09:30:00
2024-12-31,14:50:00,股票,中天服务(002188.XSHE),卖,市价单,-149600股,4.55,-680680,-149600股,-,-26928,884.88,全部成交,2024-12-31 14:50:00
2024-12-31,14:50:00,股票,德尔未来(002631.XSHE),卖,市价单,-153200股,4.44,-680208,-153200股,-,-26044,884.27,全部成交,2024-12-31 14:50:00
2025-01-13,09:30:00,股票,九鼎投资(600053.XSHG),买,市价单,96500股,14.08,1358720,96500股,-,0,407.62,全部成交,2025-01-13 09:30:00
2025-01-14,11:28:00,股票,九鼎投资(600053.XSHG),卖,市价单,-96500股,14.9,-1437850,-96500股,-,79130,1869.21,全部成交,2025-01-14 11:28:00
2025-01-16,09:30:00,股票,弘业期货(001236.XSHE),买,市价单,146300股,9.81,1435203,146300股,-,0,430.56,全部成交,2025-01-16 09:30:00
2025-01-17,11:28:00,股票,弘业期货(001236.XSHE),卖,市价单,-146300股,10.18,-1489334,-146300股,-,54131,1936.13,全部成交,2025-01-17 11:28:00
2025-01-20,09:30:00,股票,信达地产(600657.XSHG),买,市价单,161100股,4.62,744282,161100股,-,0,223.28,全部成交,2025-01-20 09:30:00
2025-01-20,09:30:00,股票,冠石科技(605588.XSHG),买,市价单,17300股,42.85,741305,17300股,-,0,222.39,全部成交,2025-01-20 09:30:00
2025-01-21,11:28:00,股票,信达地产(600657.XSHG),卖,市价单,-161100股,4.86,-782946,-161100股,-,38664,1017.83,全部成交,2025-01-21 11:28:00
2025-01-21,14:50:00,股票,冠石科技(605588.XSHG),卖,市价单,-17300股,42.83,-740959,-17300股,-,-346,963.25,全部成交,2025-01-21 14:50:00
2025-02-10,09:30:00,股票,安彩高科(600207.XSHG),买,市价单,334400股,4.56,1524864,334400股,-,0,457.46,全部成交,2025-02-10 09:30:00
2025-02-11,14:50:00,股票,安彩高科(600207.XSHG),卖,市价单,-334400股,4.5,-1504800,-334400股,-,-20064,1956.24,全部成交,2025-02-11 14:50:00
2025-03-05,09:30:00,股票,德尔未来(002631.XSHE),买,市价单,325900股,4.61,1502399,325900股,-,0,450.72,全部成交,2025-03-05 09:30:00
2025-03-06,14:50:00,股票,德尔未来(002631.XSHE),卖,市价单,-325900股,4.52,-1473068,-325900股,-,-29331,1914.99,全部成交,2025-03-06 14:50:00
2025-03-10,09:30:00,股票,川大智胜(002253.XSHE),买,市价单,111400股,13.19,1469366,111400股,-,0,440.81,全部成交,2025-03-10 09:30:00
2025-03-11,14:50:00,股票,川大智胜(002253.XSHE),卖,市价单,-111400股,13,-1448200,-111400股,-,-21166,1882.66,全部成交,2025-03-11 14:50:00
2025-03-17,09:30:00,股票,葫芦娃(605199.XSHG),买,市价单,85500股,16.9,1444950,85500股,-,0,433.48,全部成交,2025-03-17 09:30:00
2025-03-18,14:50:00,股票,葫芦娃(605199.XSHG),卖,市价单,-85500股,16.83,-1438965,-85500股,-,-5985,1870.65,全部成交,2025-03-18 14:50:00
2025-03-27,09:30:00,股票,美芝股份(002856.XSHE),买,市价单,155200股,9.26,1437152,155200股,-,0,431.15,全部成交,2025-03-27 09:30:00
2025-03-28,14:50:00,股票,美芝股份(002856.XSHE),卖,市价单,-155200股,8.54,-1325408,-155200股,-,-111744,1723.03,全部成交,2025-03-28 14:50:00
2025-04-07,09:30:00,股票,中岩大地(003001.XSHE),买,市价单,35700股,37.05,1322685,35700股,-,0,396.81,全部成交,2025-04-07 09:30:00
2025-04-08,14:50:00,股票,中岩大地(003001.XSHE),卖,市价单,-35700股,32.86,-1173102,-35700股,-,-149583,1525.03,全部成交,2025-04-08 14:50:00
2025-04-11,09:30:00,股票,东尼电子(603595.XSHG),买,市价单,68800股,17.02,1170976,68800股,-,0,351.29,全部成交,2025-04-11 09:30:00
2025-04-14,11:28:00,股票,东尼电子(603595.XSHG),卖,市价单,-68800股,18.06,-1242528,-68800股,-,71552,1615.29,全部成交,2025-04-14 11:28:00
2025-04-16,09:30:00,股票,华嵘控股(600421.XSHG),买,市价单,200300股,6.2,1241860,200300股,-,0,372.56,全部成交,2025-04-16 09:30:00
2025-04-17,14:50:00,股票,华嵘控股(600421.XSHG),卖,市价单,-200300股,6.01,-1203803,-200300股,-,-38057,1564.94,全部成交,2025-04-17 14:50:00
2025-04-18,09:30:00,股票,宏昌电子(603002.XSHG),买,市价单,218200股,5.51,1202282,218200股,-,0,360.68,全部成交,2025-04-18 09:30:00
2025-04-21,11:28:00,股票,宏昌电子(603002.XSHG),卖,市价单,-218200股,6.34,-1383388,-218200股,-,181106,1798.4,全部成交,2025-04-21 11:28:00
2025-04-22,09:30:00,股票,贝仕达克(300822.XSHE),买,市价单,65600股,21.03,1379568,65600股,-,0,413.87,全部成交,2025-04-22 09:30:00
2025-04-23,11:28:00,股票,贝仕达克(300822.XSHE),卖,市价单,-65600股,21.14,-1386784,-65600股,-,7216,1802.82,全部成交,2025-04-23 11:28:00
2025-04-24,09:30:00,股票,东珠生态(603359.XSHG),买,市价单,240200股,5.77,1385954,240200股,-,0,415.79,全部成交,2025-04-24 09:30:00
2025-04-25,11:28:00,股票,东珠生态(603359.XSHG),卖,市价单,-240200股,6.26,-1503652,-240200股,-,117698,1954.75,全部成交,2025-04-25 11:28:00
2025-05-16,09:30:00,股票,两面针(600249.XSHG),买,市价单,250700股,5.99,1501693,250700股,-,0,450.51,全部成交,2025-05-16 09:30:00
2025-05-19,11:28:00,股票,两面针(600249.XSHG),卖,市价单,-250700股,6.03,-1511721,-250700股,-,10028,1965.24,全部成交,2025-05-19 11:28:00
2025-06-24,09:30:00,股票,神开股份(002278.XSHE),买,市价单,175200股,8.61,1508472,175200股,-,0,452.54,全部成交,2025-06-24 09:30:00
2025-06-25,11:28:00,股票,神开股份(002278.XSHE),卖,市价单,-175200股,8.81,-1543512,-175200股,-,35040,2006.57,全部成交,2025-06-25 11:28:00
2025-09-24,09:30:00,股票,新华锦(600735.XSHG),买,市价单,257000股,6,1542000,257000股,-,0,462.6,全部成交,2025-09-24 09:30:00
2025-09-25,14:50:00,股票,新华锦(600735.XSHG),卖,市价单,-257000股,5.79,-1488030,-257000股,-,-53970,1934.44,全部成交,2025-09-25 14:50:00
2025-11-21,09:30:00,股票,东材科技(601208.XSHG),买,市价单,83300股,17.82,1484406,83300股,-,0,445.32,全部成交,2025-11-21 09:30:00
2025-11-24,14:50:00,股票,东材科技(601208.XSHG),卖,市价单,-83300股,17.96,-1496068,-83300股,-,11662,1944.89,全部成交,2025-11-24 14:50:00
2026-01-14,09:30:00,股票,百花医药(600721.XSHG),买,市价单,147700股,10.11,1493247,147700股,-,0,447.97,全部成交,2026-01-14 09:30:00
2026-01-15,14:50:00,股票,百花医药(600721.XSHG),卖,市价单,-147700股,9.69,-1431213,-147700股,-,-62034,1860.58,全部成交,2026-01-15 14:50:00
2026-02-05,09:30:00,股票,大有能源(600403.XSHG),买,市价单,201400股,7.1,1429940,201400股,-,0,428.98,全部成交,2026-02-05 09:30:00
2026-02-06,14:50:00,股票,大有能源(600403.XSHG),卖,市价单,-201400股,7.09,-1427926,-201400股,-,-2014,1856.3,全部成交,2026-02-06 14:50:00
2026-02-24,09:30:00,股票,中水渔业(000798.XSHE),买,市价单,117800股,12.09,1424202,117800股,-,0,427.26,全部成交,2026-02-24 09:30:00
2026-02-25,11:28:00,股票,中水渔业(000798.XSHE),卖,市价单,-117800股,12.34,-1453652,-117800股,-,29450,1889.75,全部成交,2026-02-25 11:28:00
2026-03-04,09:30:00,股票,国晟科技(603778.XSHG),买,市价单,97000股,14.97,1452090,97000股,-,0,435.63,全部成交,2026-03-04 09:30:00
2026-03-05,11:28:00,股票,国晟科技(603778.XSHG),卖,市价单,-97000股,15.67,-1519990,-97000股,-,67900,1975.99,全部成交,2026-03-05 11:28:00
2026-03-09,09:30:00,股票,奥特迅(002227.XSHE),买,市价单,146300股,10.37,1517131,146300股,-,0,455.14,全部成交,2026-03-09 09:30:00
2026-03-10,11:28:00,股票,奥特迅(002227.XSHE),卖,市价单,-146300股,10.37,-1517131,-146300股,-,0,1972.27,全部成交,2026-03-10 11:28:00
2026-03-16,09:30:00,股票,浪潮软件(600756.XSHG),买,市价单,89100股,17,1514700,89100股,-,0,454.41,全部成交,2026-03-16 09:30:00
2026-03-17,11:28:00,股票,浪潮软件(600756.XSHG),卖,市价单,-89100股,18.17,-1618947,-89100股,-,104247,2104.63,全部成交,2026-03-17 11:28:00
2026-03-23,09:30:00,股票,市北高新(600604.XSHG),买,市价单,293200股,5.52,1618464,293200股,-,0,485.54,全部成交,2026-03-23 09:30:00
2026-03-24,14:50:00,股票,市北高新(600604.XSHG),卖,市价单,-293200股,5.44,-1595008,-293200股,-,-23456,2073.51,全部成交,2026-03-24 14:50:00
2026-03-27,09:30:00,股票,神剑股份(002361.XSHE),买,市价单,66100股,12.03,795183,66100股,-,0,238.55,全部成交,2026-03-27 09:30:00
2026-03-27,09:30:00,股票,南京新百(600682.XSHG),买,市价单,116100股,6.85,795285,116100股,-,0,238.59,全部成交,2026-03-27 09:30:00
2026-03-30,11:28:00,股票,南京新百(600682.XSHG),卖,市价单,-116100股,7,-812700,-116100股,-,17415,1056.51,全部成交,2026-03-30 11:28:00
2026-04-01,11:28:00,股票,神剑股份(002361.XSHE),卖,市价单,-66100股,17.31,-1144191,-66100股,-,349008,1487.45,全部成交,2026-04-01 11:28:00
2026-04-08,09:30:00,股票,鲁西化工(000830.XSHE),买,市价单,40100股,16.25,651625,40100股,-,0,195.49,全部成交,2026-04-08 09:30:00
2026-04-08,09:30:00,股票,华昌化工(002274.XSHE),买,市价单,103400股,6.3,651420,103400股,-,0,195.43,全部成交,2026-04-08 09:30:00
2026-04-08,09:30:00,股票,华谊集团(600623.XSHG),买,市价单,69100股,9.41,650231,69100股,-,0,195.07,全部成交,2026-04-08 09:30:00
2026-04-09,11:28:00,股票,鲁西化工(000830.XSHE),卖,市价单,-40100股,16.9,-677690,-40100股,-,26065,881,全部成交,2026-04-09 11:28:00
2026-04-09,11:28:00,股票,华昌化工(002274.XSHE),卖,市价单,-103400股,6.36,-657624,-103400股,-,6204,854.91,全部成交,2026-04-09 11:28:00
2026-04-09,11:28:00,股票,华谊集团(600623.XSHG),卖,市价单,-69100股,9.81,-677871,-69100股,-,27640,881.23,全部成交,2026-04-09 11:28:00
2026-04-10,09:30:00,股票,海王生物(000078.XSHE),买,市价单,541700股,3.71,2009707,541700股,-,0,602.91,全部成交,2026-04-10 09:30:00
2026-04-13,14:50:00,股票,海王生物(000078.XSHE),卖,市价单,-541700股,3.62,-1960954,-541700股,-,-48753,2549.24,全部成交,2026-04-13 14:50:00
