date,codes
2005-01-04,"['600000.SH', '600002.SH', '600004.SH', '600005.SH', '600006.SH', '600008.SH', '600009.SH', '600011.SH', '600015.SH', '600016.SH', '600019.SH', '600020.SH', '600021.SH', '600026.SH', '600028.SH', '600029.SH', '600030.SH', '600033.SH', '600036.SH', '600050.SH', '600100.SH', '600104.SH', '600171.SH', '600205.SH', '600210.SH', '600350.SH', '600500.SH', '600569.SH', '600591.SH', '600601.SH', '600602.SH', '600609.SH', '600642.SH', '600643.SH', '600649.SH', '600660.SH', '600688.SH', '600705.SH', '600717.SH', '600780.SH', '600795.SH', '600808.SH', '600812.SH', '600832.SH', '600839.SH', '600879.SH', '600887.SH', '600895.SH', '600900.SH']"
2005-07-01,"['600000.SH', '600002.SH', '600004.SH', '600005.SH', '600009.SH', '600011.SH', '600015.SH', '600016.SH', '600019.SH', '600020.SH', '600021.SH', '600026.SH', '600028.SH', '600029.SH', '600030.SH', '600033.SH', '600036.SH', '600050.SH', '600098.SH', '600100.SH', '600104.SH', '600171.SH', '600188.SH', '600205.SH', '600210.SH', '600320.SH', '600500.SH', '600519.SH', '600569.SH', '600591.SH', '600601.SH', '600602.SH', '600642.SH', '600643.SH', '600649.SH', '600660.SH', '600688.SH', '600717.SH', '600780.SH', '600795.SH', '600797.SH', '600808.SH', '600812.SH', '600832.SH', '600839.SH', '600879.SH', '600887.SH', '600895.SH', '600900.SH']"
2006-01-04,"['600000.SH', '600002.SH', '600004.SH', '600005.SH', '600009.SH', '600011.SH', '600015.SH', '600016.SH', '600019.SH', '600020.SH', '600026.SH', '600027.SH', '600028.SH', '600029.SH', '600030.SH', '600033.SH', '600036.SH', '600050.SH', '600058.SH', '600098.SH', '600100.SH', '600104.SH', '600171.SH', '600177.SH', '600188.SH', '600205.SH', '600210.SH', '600309.SH', '600320.SH', '600428.SH', '600500.SH', '600519.SH', '600601.SH', '600602.SH', '600642.SH', '600649.SH', '600660.SH', '600688.SH', '600717.SH', '600780.SH', '600795.SH', '600797.SH', '600808.SH', '600832.SH', '600839.SH', '600879.SH', '600887.SH', '600895.SH', '600900.SH']"
2006-04-24,"['600000.SH', '600004.SH', '600005.SH', '600009.SH', '600011.SH', '600015.SH', '600016.SH', '600019.SH', '600020.SH', '600026.SH', '600027.SH', '600028.SH', '600029.SH', '600030.SH', '600033.SH', '600036.SH', '600050.SH', '600058.SH', '600098.SH', '600100.SH', '600104.SH', '600171.SH', '600177.SH', '600188.SH', '600205.SH', '600210.SH', '600269.SH', '600309.SH', '600320.SH', '600428.SH', '600500.SH', '600519.SH', '600601.SH', '600602.SH', '600642.SH', '600649.SH', '600660.SH', '600688.SH', '600717.SH', '600780.SH', '600795.SH', '600797.SH', '600808.SH', '600832.SH', '600839.SH', '600879.SH', '600887.SH', '600895.SH', '600900.SH']"
2006-07-03,"['600000.SH', '600001.SH', '600004.SH', '600005.SH', '600009.SH', '600010.SH', '600011.SH', '600015.SH', '600016.SH', '600019.SH', '600020.SH', '600026.SH', '600027.SH', '600028.SH', '600029.SH', '600030.SH', '600036.SH', '600050.SH', '600058.SH', '600085.SH', '600098.SH', '600100.SH', '600104.SH', '600177.SH', '600188.SH', '600205.SH', '600210.SH', '600269.SH', '600309.SH', '600320.SH', '600418.SH', '600428.SH', '600500.SH', '600519.SH', '600583.SH', '600601.SH', '600642.SH', '600649.SH', '600660.SH', '600688.SH', '600717.SH', '600795.SH', '600797.SH', '600832.SH', '600839.SH', '600879.SH', '600887.SH', '600895.SH', '600900.SH']"
2006-07-19,"['600000.SH', '600001.SH', '600004.SH', '600005.SH', '600009.SH', '600010.SH', '600011.SH', '600015.SH', '600016.SH', '600019.SH', '600020.SH', '600026.SH', '600027.SH', '600028.SH', '600029.SH', '600030.SH', '600036.SH', '600050.SH', '600058.SH', '600085.SH', '600098.SH', '600100.SH', '600104.SH', '600177.SH', '600188.SH', '600205.SH', '600210.SH', '600269.SH', '600309.SH', '600320.SH', '600418.SH', '600428.SH', '600500.SH', '600519.SH', '600583.SH', '600601.SH', '600642.SH', '600649.SH', '600660.SH', '600688.SH', '600717.SH', '600795.SH', '600832.SH', '600839.SH', '600879.SH', '600887.SH', '600895.SH', '600900.SH', '601988.SH']"
2006-08-15,"['600000.SH', '600001.SH', '600004.SH', '600005.SH', '600009.SH', '600010.SH', '600011.SH', '600015.SH', '600016.SH', '600019.SH', '600020.SH', '600026.SH', '600028.SH', '600029.SH', '600030.SH', '600036.SH', '600050.SH', '600058.SH', '600085.SH', '600098.SH', '600100.SH', '600104.SH', '600177.SH', '600188.SH', '600205.SH', '600210.SH', '600269.SH', '600309.SH', '600320.SH', '600418.SH', '600428.SH', '600500.SH', '600519.SH', '600583.SH', '600601.SH', '600642.SH', '600649.SH', '600660.SH', '600688.SH', '600717.SH', '600795.SH', '600832.SH', '600839.SH', '600879.SH', '600887.SH', '600895.SH', '600900.SH', '601006.SH', '601988.SH']"
2006-10-26,"['600000.SH', '600001.SH', '600004.SH', '600005.SH', '600009.SH', '600010.SH', '600011.SH', '600015.SH', '600016.SH', '600018.SH', '600019.SH', '600020.SH', '600026.SH', '600028.SH', '600029.SH', '600030.SH', '600036.SH', '600050.SH', '600058.SH', '600085.SH', '600098.SH', '600100.SH', '600104.SH', '600177.SH', '600188.SH', '600205.SH', '600210.SH', '600269.SH', '600309.SH', '600320.SH', '600418.SH', '600428.SH', '600500.SH', '600519.SH', '600583.SH', '600601.SH', '600642.SH', '600649.SH', '600660.SH', '600688.SH', '600717.SH', '600795.SH', '600832.SH', '600839.SH', '600879.SH', '600887.SH', '600895.SH', '600900.SH', '601006.SH', '601988.SH']"
2006-11-10,"['600000.SH', '600001.SH', '600004.SH', '600005.SH', '600009.SH', '600010.SH', '600011.SH', '600015.SH', '600016.SH', '600018.SH', '600019.SH', '600020.SH', '600026.SH', '600028.SH', '600029.SH', '600030.SH', '600036.SH', '600050.SH', '600058.SH', '600085.SH', '600100.SH', '600104.SH', '600177.SH', '600188.SH', '600205.SH', '600210.SH', '600269.SH', '600309.SH', '600320.SH', '600418.SH', '600428.SH', '600500.SH', '600519.SH', '600583.SH', '600601.SH', '600642.SH', '600649.SH', '600660.SH', '600688.SH', '600717.SH', '600795.SH', '600832.SH', '600839.SH', '600879.SH', '600887.SH', '600895.SH', '600900.SH', '601006.SH', '601398.SH', '601988.SH']"
2007-01-04,"['600000.SH', '600001.SH', '600004.SH', '600005.SH', '600009.SH', '600010.SH', '600011.SH', '600015.SH', '600016.SH', '600018.SH', '600019.SH', '600026.SH', '600028.SH', '600029.SH', '600030.SH', '600036.SH', '600037.SH', '600048.SH', '600050.SH', '600085.SH', '600100.SH', '600104.SH', '600177.SH', '600188.SH', '600205.SH', '600269.SH', '600309.SH', '600320.SH', '600331.SH', '600362.SH', '600418.SH', '600428.SH', '600519.SH', '600550.SH', '600583.SH', '600601.SH', '600642.SH', '600649.SH', '600660.SH', '600688.SH', '600717.SH', '600795.SH', '600832.SH', '600879.SH', '600887.SH', '600895.SH', '600900.SH', '601006.SH', '601398.SH', '601988.SH']"
2007-01-23,"['600000.SH', '600001.SH', '600005.SH', '600009.SH', '600010.SH', '600011.SH', '600015.SH', '600016.SH', '600018.SH', '600019.SH', '600026.SH', '600028.SH', '600029.SH', '600030.SH', '600036.SH', '600037.SH', '600048.SH', '600050.SH', '600085.SH', '600100.SH', '600104.SH', '600177.SH', '600188.SH', '600205.SH', '600269.SH', '600309.SH', '600320.SH', '600331.SH', '600362.SH', '600418.SH', '600428.SH', '600519.SH', '600550.SH', '600583.SH', '600601.SH', '600642.SH', '600649.SH', '600660.SH', '600688.SH', '600717.SH', '600795.SH', '600832.SH', '600879.SH', '600887.SH', '600895.SH', '600900.SH', '601006.SH', '601398.SH', '601628.SH', '601988.SH']"
2007-02-26,"['600000.SH', '600001.SH', '600005.SH', '600009.SH', '600010.SH', '600011.SH', '600015.SH', '600016.SH', '600018.SH', '600019.SH', '600026.SH', '600028.SH', '600029.SH', '600030.SH', '600036.SH', '600037.SH', '600048.SH', '600050.SH', '600085.SH', '600100.SH', '600104.SH', '600177.SH', '600188.SH', '600205.SH', '600269.SH', '600309.SH', '600320.SH', '600331.SH', '600362.SH', '600418.SH', '600519.SH', '600550.SH', '600583.SH', '600601.SH', '600642.SH', '600649.SH', '600660.SH', '600688.SH', '600717.SH', '600795.SH', '600832.SH', '600879.SH', '600887.SH', '600895.SH', '600900.SH', '601006.SH', '601166.SH', '601398.SH', '601628.SH', '601988.SH']"
